id,soldier_id,company_id,decoration_id,gazetteIssue,gazettePage,gazetteDate,citation,notes,country_id
5873,7215,,114,Medal Roll WO 100/509,269,1940-06-27,"Clasp: Palestine 1936 - 1939.   Shown as Pte, 8 Hussars on CMP medal roll.",,,4
5874,7216,,114,Medal Roll WO 100/509,269,1940-06-27,Clasp: Palestine 1936 - 1939.   Shown as Fusl. 1 RNF on CMP medal roll.,,,4
5875,7217,,114,Medal Roll WO 100/509,269,1940-06-27,Clasp: Palestine 1936 - 1939.   Shown as Dvr. RA on CMP medal roll.,,,3
5876,7218,,114,Medal Roll WO 100/509,269,1940-06-27,"Clasp: Palestine 1936 - 1939.   Shown as Gnr, RA on CMP Medal Roll.",,,4
5877,5921,,114,Medal Roll WO 100/509,269,1940-06-27,"Clasp: Palestine 1936 - 1939, Manchester Regiment.    Shown on CMP Medal Roll.",,,4
5878,7219,,114,Medal Roll WO 100/509,271,1940-01-05,"Clasp: Palestine 1936 - 1939.  Served Palestine 9/6/1936 to 8/12/1936.    Address shown as Garrison Adjutant, Gibraltar 1/1/1940.",,,4
5879,7220,,114,Medal Roll WO 100/509,272,1940-01-25,"Clasp: Palestine 1936 - 1939.   served Palestine 2/2/1936 to 7/9/1936.   Address Garrison Adjutant, Gibraltar, 25/1/1940.",,,4
5880,1050,,18,,,,"Shown on Pension Record as being awarded the French Medaille Militaire, not found in London Gazette.

Extract from the Scotsman, 9/11/1914.   Decoration of "" Medaille Militaire"" for British Troops.
An Army Order, dated November 5, states:- The President of the French Republic has bestowed the decoration ""Medaille Militaire"" on the undermentioned warrant officers, non-commissioned officers and men of the Expeditionary Force with the approval of His Majesty the King, in recognition of their gallantry during the operations between the 21 st and 30 the August 1914:-
Sergeant H Brooks, Military Mounted Police.
Sergeant-Major A Whiting, Military Foot Police.",,250,
5881,7221,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,01,1948-11-25,"Clasp ""Palestine 1945 - 1948""   Served 1 Armd Div Pro Coy, 06/1947 to 10/1947 and 209 HQ Pro Coy 10/1947 to 4/1948",,,4
5882,7222,,114,Medal Roll WO 100/541,02,1948-11-02,"Clasp ""Palestine 1945 - 1948""",,,4
5883,7223,,114,Medal Roll WO 100/541,02,1948-11-02,"Clasp ""Palestine 1945 - 1948""   Lt. RMP.",,,4
5884,7224,,114,Medal Roll WO 100/541,02,1948-11-02,"Clasp ""Palestine 1945 - 1948"".   208 Pro Coy 3/7/1947 to 29/2/1948.",,,4
5885,7225,,114,Medal Roll WO 100/541,02,1948-11-02,"Clasp ""Palestine 1945 - 1948"".   HQ South Palestine District 26/7/1946 to 17/11/1946",,,4
5886,7226,,114,Medal Roll WO 100/541,03,1948-11-02,"Clasp ""Palestine 1945 - 1948"".   HQ CMP MELF.",,,4
5887,7227,,114,Medal Roll WO 100/541,03,1948-02-11,"Clasp ""Palestine 1945 - 1948""",,,4
5888,7228,,114,Medal Roll WO 100/541,05,1948-02-11,"Clasp ""Palestine 1945 - 1948""",,,4
5889,2085,,114,Medal Roll WO 100/541,07,1948-04-08,"Clasp ""Palestine 1945 - 1948""   WOII.   1945.",,,4
5890,7229,,114,Medal Roll WO 100/541,07,1948-04-08,"Clasp ""Palestine 1945 - 1948""",,,4
5891,7230,,114,Medal Roll WO 100/541,07,1948-04-08,"Clasp ""Palestine 1945 - 1948""",,,4
5892,7231,NO2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp ""Palestine 1945 - 1948""",,,4
5893,7232,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palastine 1945-1948"".",,,4
5894,7233,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5895,7234,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5896,7235,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5897,7236,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5898,7237,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5901,7239,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5900,2573,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5902,7240,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5903,7241,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5904,7242,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5905,7243,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5906,7244,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,08,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5907,7245,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5908,7246,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5909,7247,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5910,7248,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5911,7249,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5912,7250,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5913,7251,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5914,7252,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5915,5520,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".   Sgt.",,,4
5916,5520,,114,Medal Roll WO 100/505,365,1940-04-15,"Clasp: ""Palestine 1936 - 1939"".   Serving with 1Bn Hampshire Regiment.",,,4
5917,7253,,114,Medal Roll WO 100/509,267,1940-06-27,"Clasp: ""Palestine 1936 - 1939"".",,,4
5918,7254,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5919,7255,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5920,7256,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5921,7257,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5922,7258,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,09,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5923,2026,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5924,2026,,114,Medal Roll WO 100/501,303,1940-10-18,"Clasp: ""Palestine 1936 - 1939"".   Gnr 20 Field Regiment RA.",,,4
5925,7259,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5926,7260,2 DOG COMPANY RMP,114,"Clasp: ""Palestine 1945- 1948"".",010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5927,7261,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5928,7262,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5929,7263,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5930,7264,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5931,7265,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5932,7266,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5933,7267,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5934,7268,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5935,7269,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5936,7270,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5937,7271,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5938,7272,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5939,7273,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,010,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5940,7274,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5941,7275,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5942,7276,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5943,7277,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5944,7278,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5945,7279,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5946,7280,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5947,7281,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5948,7282,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5949,7283,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5950,7284,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5951,7285,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,011,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5952,7286,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5953,7287,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5954,7288,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5955,7289,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5956,7290,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5957,7291,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5958,7292,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5959,7293,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5960,7294,2 DOG COMPANY RMP,114,Medal Roll WO 100/541,012,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5961,7295,2 DOG COMPANY RMP,114,Medal Roll 100/530,0337,1948-04-08,"Clasp: ""Palestine 1945- 1948"".",,,4
5962,7295,,47,38535,743,1949-02-11,Essex Regiment.,,,
5963,7296,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5964,7297,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5965,7298,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,,,,4
5966,7299,3 DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5967,7300,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5968,7301,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5969,7302,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,826,4
5970,7303,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5971,7304,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5972,7305,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,3
5973,7306,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5974,7307,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5975,7308,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".   Julis Camp.",,,4
5976,7309,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5977,7310,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5978,7311,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5979,7312,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5980,7313,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5981,7314,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5982,7315,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5983,7316,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,013,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5984,7317,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5985,7318,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5986,7319,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5987,7320,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5988,7321,3 DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5989,7322,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5990,7323,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5991,7324,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5992,7325,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,014,1948-03-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5993,7171,,114,Medal Roll WO 100/541,015,1948-10-18,"Clasp: ""Palestine 1945- 1948"".   WOI. Palestine 1945-1946.",,,4
5994,7326,1 DIV PRO COY,114,Medal Roll WO 100/541,016,1948-09-27,"Clasp: ""Palestine 1945- 1948"".",,,4
5995,7327,7 Bn PARACHUTE REGIMENT,114,Medal Roll WO 100/515,144,1952-03-02,"Clasp: ""South East Asia 1945 -1946"".",,,1
5996,7327,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,016,1948-09-27,"Clasp: ""Palestine 1945- 1948"".",,,4
5999,7330,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,017,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
5998,7329,MMP,114,Medal Roll WO 100/541,016,1948-09-27,"Clasp: ""Palestine 1945- 1948"".",,,4
6000,7331,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,017,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6001,7332,HQ SIB,114,Medal Roll WO 100/541,017,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6002,7333,HQ SIB,114,Medal Roll WO 100/541,017,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6003,7334,,114,Medal Roll WO 100/541,017,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6004,7335,,114,Medal Roll WO 100/541,017,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6005,7336,"15 AREA PRO COY, HAIFA",114,Medal Roll WO 100/541,017,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6006,7337,21 AREA PRO COY,114,Medal Roll WO 100/541,017,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6007,7338,HQ SIB,114,Medal Roll WO 100/541,018,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6008,7339,2 DOG SECTION,114,Medal Roll WO 100/541,018,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6009,7340,HQ SIB,114,Medal Roll WO 100/541,018,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6010,7341,HQ SIB,114,Medal Roll WO 100/541,018,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6011,7342,201 PRO COY,114,Medal Roll WO 100/541,018,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6012,7343,605 SQUADRON MMP,114,Medal Roll WO 100/541,018,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6013,7344,"15 AREA PRO COY, HAIFA",114,Medal Roll WO 100/541,018,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6014,7345,3 DIV PRO COY,114,Medal Roll WO 100/541,018,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6015,911,1 ARMD DIV PRO COY,114,Medal Roll WO 100/541,019,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6016,7346,HQ SIB,114,Medal Roll WO 100/541,019,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6017,7347,,114,Medal Roll WO 100/541,019,1948-10-15,"Clasp: ""Palestine 1945- 1948"".   Shown as Guardsman, 1st Guards Brigade at time of award.",,,4
6018,7348,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,019,1948-10-15,"Clasp: ""Palestine 1945- 1948"".",,,4
6019,7349,201 PRO COY,114,Medal Roll WO 100/541,019,1948-10-15,"Clasp: ""Palestine 1945- 1948"".   Pte.",,,4
6020,7350,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,019,1946-10-15,"Clasp: ""Palestine 1945- 1948"".",,826,4
6021,7351,2 DOG SECTION,114,Medal Roll WO 100/541,019,1948-10-15,"Clasp: ""Palestine 1945- 1948"".  Cpl.",,,4
6022,7352,HQ PALESTINE BASE,114,Medal Roll WO 100/541,019,1948-10-15,"Clasp: ""Palestine 1945- 1948"".   Also 15 Area Pro Coy.   Cpl.",,,4
6023,7353,4 SECTION SIB,114,Medal Roll WO 100/541,020,1948-10-15,"Clasp: ""Palestine 1945- 1948"".   Palestine and Trans Jordan.",,,4
6024,7354,,114,Medal Roll WO 100/541,021,1948-09-17,"Clasp: ""Palestine 1945- 1948"".",,,4
6025,7355,,114,Medal Roll WO 100/541,021,1948-09-17,"Clasp: ""Palestine 1945- 1948"".",,,4
6026,7356,HQ EAST PALESTINE SUB DISTRICT,114,Medal Roll WO 100/541,023,1948-02-05,"Clasp: ""Palestine 1945- 1948"".   Served from 27/09/1945.",,,4
6028,2089,"15 AREA PRO COY, HAIFA",114,Medal Roll WO 100/541,024,1948-02-11,"Clasp: ""Palestine 1945- 1948"".  WOII.",,,4
6029,7357,109 PRO COY,114,Medal Roll WO 100/541,024,1948-02-11,"Clasp: ""Palestine 1945- 1948"". Jerusalem 15/10/1946.",,,4
6030,7358,1 DIV PRO COY,114,Medal Roll WO 100/541,024,1948-02-11,"Clasp: ""Palestine 1945- 1948"".   12/11/1946 to 7/12/1947.",,,4
6031,7359,,4,29117,3210,1915-04-01,"Awarded whilst serving with the 1Bn Connaught Rangers, later transferred to MMP.
France.   Citation:  For gallant conduct on 23rd November 1914, in carrying a severely wounded officer from within 50 yards of the enemy's trenches into safety over open ground and under a heavy fire.   (1/4/1915).",,826,6
6032,7360,,4,29117,3222,1915-04-01,"Awarded the DCM whilst serving with the 2nd Bn Royal Highlanders.   
France.   Citation: For conspicuous gallantry and dash on 23rd and 24th November, 1914, in voluntarily assisting in the leading of parties of the 58th Vaughan's Rifles, which resulted in the recapture of the enemy's trenches.",,,6
6033,7361,,4,31819,3075,1920-03-11,"Awarded whilst serving as Cpl (A/Sgt), 2/3rd (West Riding) Field Ambulance, RAMC, (TF).
Citation: During the period July, 1918, to cessation of hostilities in November 1918, and the advance from Bapaume to Maubeuge,   During the whole of this period he was the senior Non-commissioned officer in charge of bearers;  his sound leadership enabled the evacuation of wounded to be carried out rapidly and successfully under what were frequently very difficult conditions.",,,6
6034,7362,,4,29548,3993,1916-04-15,"Awarded whilst serving with the 2 Bn Royal West Kent Regiment
Citation:   For conspicuous  gallantry in assisiting two wounded comrades into safety under heavy fire.   He then at once returned to the firing line.",,,
6035,7363,,2,30233,8332,1917-08-15,Mesopotamia.   Pte.  (East Kent Regiment).   No. shown as 241138 in the LG.,,,4
6036,7363,,4,30259,8995,1917-08-29,"Mesopotamia.  Pte.   Citation: For gallant conduct.   He has done consistently well throughout the operations.
Serving with East Kent Regiment.  No Shown as 241138 in this LG.    Later MFP.",,,4
6037,7364,,4,30601,3859,1918-03-28,"No. 326580 in LG and 4048 on Medal Card.  Pte.    Citation For conspicuous gallantry and devotion to duty as a stretcher-bearer.   He dressed and evacuated the wounded all night under heavy fire.   At dawn, though wounded in the shoulder while carrying several more cases, he volunteered to cross the open to an advanced post where casualties were occurring, and made two journeys, bringing back a wounded man each time on his shoulders.   He made two more journeys to the regimental aid post before succumbing to exhaustion.   DCM awarded whilst Cambridgeshire Regiment, later MFP.",,,
6038,7365,,4,30001,2987,1917-03-26,"Awarded whilst serving with the Royal West Kent Regiment.   Citation: For conspicuous gallantry and devotion to duty during a raid on the enemy's trenches.   He assumed command of one of the raiding parties, and led his men forward with a great gallantry, inflicting heavy casualties on the enemy.",,,
6039,7366,,4,30259,8992,1917-08-29,"France.   Citation:  For conspicuous gallantry and devotion to duty.   Hearing that an officer was lying wounded in an exposed place, he went out and dressed his wounds, and eventually brought him back to cover under heavy fire.   29/8/1917.   Awarded whilst serving with the Royal Warwickshire Regiment, later became MFP.",,,6
6040,7367,,4,30259,8998,1917-08-21,Awarded serving with the 2nd Welsh Regiment.   France.   Citation:   For conspicuous gallantry.   He showed great coolness and ability in ferrying men over the river under heavy fire.   He has on many other occasions shown great personal courage and devotion to duty.,,,
6041,7368,,4,29503,2676,1916-03-11,"Awarded whilst serving with 1/8 Bn Notts & Derby Regiment, later became MMP.   Citation: For conspicuous gallantry when he remained at his post after the other men had been withdrawn, and accounted for an enemy officer and probably others.   ",,,
6042,7369,,4,30287,9600,1917-09-17,"France.  Spr. Royal Engineers.    Awarded whilst serving with the Royal Engineers, later became MFP.   Citation:  For conspicuous gallantry and devotion to duty.   When the enemy had entered one of our mine galleries he and an officer attacked them with revolvers and caused them to retire.   A mine was then exploded withing a few feet, and his officer was overcome by gas, but though badly shaken himself, Spr. Stewart assisted to rescue the officer until overcome by gas himself.   It was due to the daring and gallant manner in which he assisted his officer that the enemy failed to secure a large portion of our mine galleries.",,,6
6043,7370,,4,29810,5354,1915-06-03,"Awarded whilst serving with the 2 Dorsetshire Regiment.   Mesopotamia.   Citation:  For conspicuous gallantry near Ahwas on 3rd March 1915, when he rendered valuable service at a critical stage by rallying parties of Indian Infantry who were being hard pressed by superior numbers of the enemy.  Private Palmer assisted in rescuing the wounded on several occasions during the action.",,826,3
6044,7371,,114,Medal Roll WO 100/541,025,1948-02-26,"Clasp: ""Palestine 1945 - 1948"".   Palestine and Trans-Jordan.",,,4
6045,7372,,114,Medal Roll WO 100/541,025,1948-02-26,"Clasp: ""Palestine 1945 - 1948"".  Palestine & Trans-Jordan.",,,4
6046,7373,1 DIV PRO COY,114,Medal Roll WO 100/541,025,1948-02-26,"Clasp: ""Palestine 1945 - 1948"".    Palestine & Tran-Jordan.",,,4
6047,7374,1 DIV PRO COY,114,Medal Roll WO 100/541,025,1948-02-26,"Clasp: ""Palestine 1945 - 1948"".  Palestine & Trans-Jordan.",,,4
6048,7375,,114,Medal Roll WO 100/541,026,1948-01-25,"Clasp: ""Palestine 1945 - 1948"".  Unit shown as 6 Airborne Armoured Recce Regt. ",,,4
6049,7376,6 AIRBORNE DIV PRO COY,114,Medal Roll WO 100/541,026,1948-01-25,"Clasp: ""Palestine 1945 - 1948"".  ",,,4
6050,7377,,114,Medal Roll WO 100/541,027,1948-02-04,"Clasp: ""Palestine 1945 - 1948"".  March - July 1946. Unit shown as 9 Field Bty, 7 Field Regt.   Later RMP.",,,4
6051,7378,,114,Medal Roll WO 100/541,028,1948-03-09,"Clasp: ""Palestine 1945 - 1948"". ",,,4
6052,7379,,114,Medal Roll WO 100/541,029,1948-03-09,"Clasp: ""Palestine 1945 - 1948"".   10/4/1946 to 10/12/1946, Palestine & Trans-Jordan.",,,4
6053,7380,1 DIV PRO COY,114,Medal Roll WO 100/541,030,1948-03-05,"Clasp: ""Palestine 1945 - 1948"".  30/05/1947 to 6/6/1947.",,,4
